previous_crop,temperature,humidity,moisture,soil_type,soil_ph,rainfall,recommended_crop,
Wheat,36.87,57.57,45.09,Clay,7.9,2705,Soybeans,
Wheat,34.86,62.76,36.35,Red,6.4,2901,Soybeans,
Barley,35.65,71.86,53.99,Loamy,10.5,2459,Sugarcane,
Maize,30.31,50.43,35.53,Clay,3.9,1835,Pulses,
Wheat,25.23,48.47,57.13,Red,0.6,381,Soybeans,
Millet,26.81,65.88,59.33,Loamy,12,2262,Tobacco,
Sugarcane,38.19,61.79,70,Loamy,12.4,2979,Wheat,
Millet,33.87,62.52,61.81,Sandy,1.2,1557,Tobacco,
Sugarcane,28.87,57.72,46.25,Clay,4.4,2768,Wheat,
Cotton,37.83,59.3,43.69,Loamy,9.6,997,Ground Nuts,
Pulses,32.93,59.84,31.68,Loamy,6.6,890,Barley,
Maize,26.86,48.06,41.76,Sandy,10.7,2265,Pulses,
Ground Nuts,35.24,56.8,37.98,Red,1.9,2014,Oilseeds,
Barley,35.85,63.92,50.71,Loamy,5.6,1046,Sugarcane,
Ground Nuts,29.78,70.86,33.51,Clay,1.7,2797,Oilseeds,
Maize,21.61,58.34,25.13,Clay,8.4,786,Pulses,
Ground Nuts,24.76,43.52,35.03,Sandy,9,946,Oilseeds,
Tobacco,30.93,47.92,53.87,Sandy,8.2,1321,Maize,
Pulses,29.99,54.05,36.41,Clay,13.9,2274,Barley,
Ground Nuts,32.3,57.5,28.11,Black,9.4,2817,Oilseeds,
Maize,28.84,56.24,54.54,Loamy,2.6,2091,Pulses,
Barley,34.15,64.07,42.61,Clay,7.4,1075,Sugarcane,
Soybeans,34.1,59.07,37.26,Red,4.9,2353,Cotton,
Maize,29.23,57.13,41.46,Red,2.5,2467,Pulses,
Ground Nuts,32.1,61.91,33.02,Loamy,12,2131,Oilseeds,
Pulses,29.11,56.7,40.85,Red,0.1,2771,Barley,
Wheat,30.83,43.14,58.64,Black,10.2,417,Soybeans,
Wheat,29.28,64.36,38.44,Black,4.6,2755,Soybeans,
Tobacco,25.66,68.77,42.77,Sandy,2.6,774,Maize,
Wheat,29.51,61.2,48.69,Loamy,12.9,2881,Soybeans,
Maize,33.16,68.18,27.27,Loamy,5.2,2759,Pulses,
Ground Nuts,38.57,69.47,35.76,Sandy,6.9,1411,Oilseeds,
Tobacco,30.4,58.65,58.25,Sandy,1.5,1703,Maize,
Maize,34.75,70.91,33.64,Clay,5.5,1706,Pulses,
Soybeans,25.52,57.37,36.07,Sandy,11,378,Cotton,
Wheat,27.58,60.64,42.28,Loamy,8.9,271,Soybeans,
Sugarcane,33.06,73.54,63.25,Red,1.3,1675,Wheat,
Millet,30.98,60.43,34.78,Clay,9.4,1388,Tobacco,
Sugarcane,38.1,74.1,66.48,Loamy,3.6,2894,Wheat,
Cotton,28.06,60.94,51.32,Clay,0.6,677,Ground Nuts,
Sugarcane,25.92,63.87,37.41,Red,12.8,856,Wheat,
Tobacco,28.82,48.22,36.64,Loamy,5.8,2967,Maize,
Pulses,32.73,68.98,46.02,Clay,6.6,1436,Barley,
Sugarcane,29.23,61.98,39.5,Loamy,7.7,1761,Wheat,
Pulses,31.37,64.37,50.13,Clay,6.4,481,Barley,
Wheat,34,59.81,36.57,Sandy,12.1,1627,Soybeans,
Wheat,31.81,58.06,49.03,Black,4.6,550,Soybeans,
Pulses,22.25,58.5,48.46,Sandy,13.2,1351,Barley,
Maize,31.1,60.2,37.11,Clay,0.6,984,Pulses,
Pulses,35.42,57.14,39.62,Sandy,4.9,2586,Barley,
Barley,26.7,56.64,48.14,Black,10.8,1403,Sugarcane,
Barley,32.35,63.16,38.72,Red,12.7,1297,Sugarcane,
Pulses,24.07,56.17,37.66,Black,12.1,1007,Barley,
Barley,36.03,64.38,52.82,Sandy,9.9,1789,Sugarcane,
Ground Nuts,33.45,73.71,34.17,Clay,5.2,383,Oilseeds,
Tobacco,34.69,66.52,43.91,Black,4.6,1255,Maize,
Ground Nuts,26.83,55.99,70,Black,3.2,209,Oilseeds,
Sugarcane,37.23,57.81,35.92,Red,13.9,1547,Wheat,
Ground Nuts,37.91,67.79,65.15,Loamy,13.2,1220,Oilseeds,
Pulses,30.57,51.83,41.43,Black,6.7,1561,Barley,
Tobacco,28.53,48.81,31.53,Sandy,6.2,1716,Maize,
Tobacco,32.33,66.18,32.51,Sandy,12.8,242,Maize,
Millet,34.3,69.48,20,Black,5.7,2902,Tobacco,
Tobacco,26.61,57.1,26.11,Loamy,8.6,1497,Maize,
Sugarcane,30.74,57.16,66.9,Sandy,7.6,595,Wheat,
Soybeans,24.54,66.05,39.14,Black,2.4,550,Cotton,
Millet,34.76,60.13,44.36,Sandy,12.3,1139,Tobacco,
Sugarcane,25.47,55.49,58.13,Loamy,1.5,352,Wheat,
Ground Nuts,27.35,62.5,42.01,Sandy,1.3,2167,Oilseeds,
Maize,28.11,55.71,25.36,Clay,13.1,847,Pulses,
Ground Nuts,33.96,48.63,35.77,Sandy,13.8,2440,Oilseeds,
Pulses,36.51,58.06,51.75,Loamy,4.9,1389,Barley,
Millet,33,54.95,39.38,Loamy,0.2,505,Tobacco,
Tobacco,24.16,49.21,39.12,Loamy,9.4,2096,Maize,
Millet,32.06,61.93,57.19,Clay,13,909,Tobacco,
Soybeans,31.63,59.15,26.89,Black,2.6,2573,Cotton,
Ground Nuts,35.34,74.07,53.44,Loamy,6,414,Oilseeds,
Cotton,29.35,50.79,33.69,Loamy,4.3,718,Ground Nuts,
Millet,33.25,55.48,47.7,Sandy,3.6,749,Tobacco,
Cotton,30.75,58.05,65.23,Red,5.2,991,Ground Nuts,
Millet,30.72,66.14,20,Red,7.6,2090,Tobacco,
Maize,22.18,48.97,24.49,Clay,12.9,2543,Pulses,
Barley,21.2,48.29,57.03,Sandy,9,2649,Sugarcane,
Cotton,22.68,56.76,68.02,Black,2.2,2977,Ground Nuts,
Tobacco,37.59,56.26,44.68,Red,5.9,1360,Maize,
Sugarcane,30.81,47.67,38.48,Sandy,6.3,353,Wheat,
Pulses,31.48,59.28,37.95,Black,6.2,2269,Barley,
Sugarcane,29.47,59.62,31.33,Red,2.1,1114,Wheat,
Soybeans,28.52,63.14,37.44,Black,3.9,816,Cotton,
Millet,37.46,62.66,42.24,Clay,2.8,1863,Tobacco,
Maize,24.64,58.38,63.27,Loamy,12.6,1983,Pulses,
Millet,40,77.27,38.47,Red,0.4,273,Tobacco,
Wheat,22.31,49.61,31.26,Black,13.9,900,Soybeans,
Sugarcane,29.54,59.13,40.66,Loamy,1.4,2700,Wheat,
Barley,35.59,59.08,70,Black,9.9,2748,Sugarcane,
Pulses,33.9,62.16,47.51,Sandy,3,1116,Barley,
Tobacco,34.54,58.84,53.98,Black,10.1,2028,Maize,
Sugarcane,33.48,58.65,32.9,Loamy,9.2,516,Wheat,
Ground Nuts,40,66.7,69.57,Red,2.6,2665,Oilseeds,
Cotton,26.37,52.2,36.71,Loamy,12.6,2230,Ground Nuts,
Ground Nuts,30.89,58.66,49.31,Loamy,9.4,1977,Oilseeds,
Ground Nuts,28.31,43.74,42.46,Red,2.3,900,Oilseeds,
Sugarcane,24.14,51.65,39.68,Black,7.5,1976,Wheat,
Millet,24.67,47.76,26.37,Loamy,8.5,2869,Tobacco,
Pulses,23.6,55.67,40.76,Black,4.3,2279,Barley,
Millet,27.74,65.66,67.85,Loamy,8.5,1337,Tobacco,
Sugarcane,27.83,41.06,29.89,Sandy,9.5,1049,Wheat,
Sugarcane,27.57,47.43,38.87,Red,4.1,987,Wheat,
Millet,32.25,51.79,35.69,Black,0.6,2644,Tobacco,
Ground Nuts,33.02,48.8,52.02,Clay,10,2005,Oilseeds,
Maize,30.68,54.7,40.85,Black,4.4,1580,Pulses,
Wheat,30.56,60.51,28.79,Red,11.8,2929,Soybeans,
Cotton,25.84,60.68,34.82,Sandy,8.2,2480,Ground Nuts,
Cotton,26.71,55.16,44.94,Red,13.5,1479,Ground Nuts,
Wheat,29.22,49.26,33.55,Red,13,1227,Soybeans,
Maize,32.64,67.85,32.04,Loamy,2.2,1814,Pulses,
Tobacco,25.17,47,37.3,Black,11.2,1995,Maize,
Barley,29.75,58.55,65.87,Clay,13.1,1481,Sugarcane,
Ground Nuts,27.58,64.9,58.56,Red,6.4,1988,Oilseeds,
Millet,30.12,64.91,33.26,Sandy,1.1,815,Tobacco,
Millet,28.43,63.69,37.41,Sandy,6.3,1010,Tobacco,
Soybeans,26.62,61.65,36.08,Loamy,12.7,939,Cotton,
Millet,33.94,57.36,51.49,Clay,12.4,2883,Tobacco,
Millet,33.34,65.67,58.35,Black,9.6,2375,Tobacco,
Cotton,31.03,54.07,57.8,Black,0.2,1312,Ground Nuts,
Pulses,32.8,73.72,52.98,Clay,2.1,2954,Barley,
Soybeans,33.37,65.55,45.17,Red,10.8,1389,Cotton,
Barley,29.21,57.9,34.9,Red,7.7,1137,Sugarcane,
Maize,33.39,63.67,59.26,Black,6.8,624,Pulses,
Millet,30.47,61.98,21.87,Black,7.1,227,Tobacco,
Barley,24.6,59.94,58.54,Black,12.6,1978,Sugarcane,
Barley,32.18,53.01,45.88,Sandy,9,1483,Sugarcane,
Sugarcane,26.48,61.28,57.82,Sandy,6.8,692,Wheat,
Pulses,33.16,63.11,53.91,Sandy,0.2,2722,Barley,
Millet,37.39,69.61,67.14,Red,11,2952,Tobacco,
Sugarcane,38.64,74.69,33.53,Sandy,10.1,1811,Wheat,
Pulses,22.93,59.18,36.33,Loamy,2.1,1628,Barley,
Soybeans,31.44,62.56,39.08,Red,8.2,1208,Cotton,
Tobacco,25.6,66.44,64.99,Clay,13.5,1068,Maize,
Soybeans,33.19,59.66,56.19,Loamy,9.8,1364,Cotton,
Sugarcane,27.12,47.82,58.64,Clay,0.9,1097,Wheat,
Cotton,28.19,51.2,44.38,Clay,4.1,2182,Ground Nuts,
Cotton,31.97,58.34,59.73,Red,11,603,Ground Nuts,
Cotton,34.13,65.02,35.68,Black,13.4,1692,Ground Nuts,
Maize,26.4,65.58,44.9,Sandy,2.9,2937,Pulses,
Cotton,37.03,63.45,39.53,Red,9.8,942,Ground Nuts,
Pulses,21.34,54.69,39.42,Red,10.8,2483,Barley,
Millet,30.34,57.74,34.86,Red,7,1531,Tobacco,
Maize,27.05,53.84,37.54,Black,0.8,1680,Pulses,
Ground Nuts,28.09,53.58,27.41,Loamy,9.1,745,Oilseeds,
Wheat,36.19,70.05,26.41,Black,0.3,2833,Soybeans,
Barley,27.86,44.14,58.37,Black,10,2008,Sugarcane,
Sugarcane,28.03,42.81,70,Black,1.7,1010,Wheat,
Soybeans,29.21,57.22,49.29,Clay,9.3,2814,Cotton,
Sugarcane,37.56,66.53,37.17,Black,7.8,2655,Wheat,
Tobacco,35.57,69.22,38.56,Clay,0.3,1873,Maize,
Cotton,34.43,59.77,62.97,Red,2.5,779,Ground Nuts,
Barley,31.27,43.49,37.61,Loamy,0.8,2721,Sugarcane,
Barley,25.82,61.11,39.24,Red,13.1,663,Sugarcane,
Millet,26.5,45.75,61.25,Red,1.2,1515,Tobacco,
Sugarcane,34.03,60.39,43.18,Loamy,10.4,709,Wheat,
Millet,28.01,50.4,61.19,Red,2.1,1323,Tobacco,
Cotton,30.47,67.64,60.18,Red,1.8,2013,Ground Nuts,
Cotton,29.93,66.3,55.91,Black,11.5,2976,Ground Nuts,
Barley,30.69,60.36,64.89,Loamy,3.6,395,Sugarcane,
Tobacco,30.92,49.97,58.06,Loamy,9.8,2882,Maize,
Pulses,28.21,57.45,20,Sandy,0.9,226,Barley,
Soybeans,27.18,64.47,30.84,Red,0.5,810,Cotton,
Maize,21.63,57.62,34.24,Sandy,3.4,1446,Pulses,
Millet,30.78,61.89,28.42,Clay,8.7,2509,Tobacco,
Soybeans,27.05,50.42,42.32,Clay,8.5,2677,Cotton,
Wheat,31.18,47.51,35.51,Red,7.1,1725,Soybeans,
Cotton,31.88,56.55,43.06,Loamy,2.7,978,Ground Nuts,
Barley,31.35,62.93,34.02,Clay,9,2525,Sugarcane,
Wheat,30.99,59.97,63.35,Red,5,230,Soybeans,
Tobacco,32.83,55.64,40.91,Loamy,6.4,2034,Maize,
Millet,33.9,50.25,20,Red,9.8,2900,Tobacco,
Cotton,24.38,50.13,34.67,Clay,6,2819,Ground Nuts,
Millet,31.49,58.29,37.49,Clay,0.4,2202,Tobacco,
Wheat,31.93,53.26,30.3,Clay,4.6,590,Soybeans,
Tobacco,33.75,70.86,30.19,Loamy,6.6,978,Maize,
Wheat,36.49,72.03,52.71,Red,2.6,2377,Soybeans,
Soybeans,33.91,50.88,53.37,Red,2.5,2216,Cotton,
Sugarcane,40,76.4,57.23,Red,2.3,1541,Wheat,
Wheat,32.12,76.73,34.45,Black,12.9,748,Soybeans,
Sugarcane,24.06,53.06,37.08,Sandy,4.6,2701,Wheat,
Tobacco,25.5,53.43,42.85,Red,10.8,2293,Maize,
Maize,34,59.76,27.52,Black,11.1,1540,Pulses,
Millet,38.66,60.15,57.58,Sandy,11.1,1085,Tobacco,
Cotton,33.03,59.23,50.06,Sandy,9.3,356,Ground Nuts,
Ground Nuts,27.05,53.34,70,Loamy,4.1,1057,Oilseeds,
Millet,27.27,62.47,57.15,Clay,9.7,2177,Tobacco,
Cotton,29.07,56.52,53.78,Clay,10.4,324,Ground Nuts,
Cotton,38.17,66.45,68.55,Loamy,9.1,2279,Ground Nuts,
Cotton,28.13,55.71,50.38,Clay,1.2,2402,Ground Nuts,
Maize,32.56,62.62,56.5,Clay,7.3,2842,Pulses,
Millet,30.84,47.62,28.08,Red,9.6,2855,Tobacco,
Ground Nuts,30.98,64.17,26.26,Red,11.5,2178,Oilseeds,
Tobacco,25.27,52.33,20.33,Loamy,13.5,1356,Maize,
Wheat,29.51,47.21,49.01,Clay,4.4,2197,Soybeans,
Soybeans,38.59,68.57,31.88,Loamy,1.1,788,Cotton,
Pulses,33.01,56.62,38.75,Sandy,2.8,1319,Barley,
Cotton,29.94,54.58,36.36,Sandy,7.3,601,Ground Nuts,
Barley,28.42,68.97,38.11,Sandy,5.4,496,Sugarcane,
Barley,31.81,62.69,55.11,Sandy,4.2,1671,Sugarcane,
Ground Nuts,28.06,49.09,36,Clay,8.7,2701,Oilseeds,
Sugarcane,32.09,67.57,37.6,Loamy,12.5,1839,Wheat,
Cotton,30.4,73.93,50.87,Clay,10.8,1453,Ground Nuts,
Wheat,28.4,64.69,20,Black,6.9,2387,Soybeans,
Soybeans,35.46,68.5,33.83,Red,12.6,2889,Cotton,
Soybeans,33.36,48.62,48.04,Black,12.7,2118,Cotton,
Sugarcane,30.09,51.69,31.75,Clay,13.4,2473,Wheat,
Maize,31.62,53.17,41.08,Clay,13.6,394,Pulses,
Wheat,35.85,65.73,46.71,Clay,8.1,1190,Soybeans,
Ground Nuts,22.91,52.89,43.54,Black,13,2450,Oilseeds,
Millet,31.57,59,29.74,Loamy,5.1,798,Tobacco,
Wheat,33.33,68.93,44.04,Loamy,2.7,2567,Soybeans,
Maize,26.1,56.4,70,Red,12.1,452,Pulses,
Maize,23.85,54.74,31.15,Black,6,1813,Pulses,
Barley,33.93,68.08,68.4,Red,12.6,1842,Sugarcane,
Barley,30.9,61.42,48.45,Loamy,4.8,1779,Sugarcane,
Tobacco,38.27,61.02,39.38,Clay,8.3,2745,Maize,
Pulses,30.53,72.94,69.94,Black,10.4,2353,Barley,
Barley,36.91,57.36,46.79,Black,13.5,2332,Sugarcane,
Millet,27.89,58.78,32.12,Clay,4.6,211,Tobacco,
Ground Nuts,25.91,61.37,35.85,Black,10.4,2612,Oilseeds,
Ground Nuts,26.89,45.93,34.24,Loamy,13.3,2079,Oilseeds,
Cotton,33.83,56.33,40.46,Clay,3.1,284,Ground Nuts,
Pulses,32.23,65.73,36.41,Black,11.3,975,Barley,
Millet,22.37,59.31,53.4,Sandy,4.1,815,Tobacco,
Soybeans,40,66.19,57.22,Sandy,8.7,213,Cotton,
Pulses,26.38,58.32,37.72,Loamy,12.8,1387,Barley,
Ground Nuts,25.09,55.29,28.94,Loamy,6.7,2022,Oilseeds,
Wheat,34.6,52.97,41.6,Red,1.8,206,Soybeans,
Soybeans,30.08,55.2,40.09,Clay,0.3,346,Cotton,
Millet,29.16,50.81,20,Black,13.3,2109,Tobacco,
Tobacco,23.32,50.4,46.44,Black,10.8,2667,Maize,
Cotton,27.41,54.55,26.1,Loamy,6.2,2384,Ground Nuts,
Maize,29.23,70.7,54.12,Sandy,10,920,Pulses,
Sugarcane,35.92,63.54,54.99,Clay,8.1,788,Wheat,
Cotton,24.33,52.3,46.6,Red,7.8,1173,Ground Nuts,
Cotton,33.99,62.02,24.13,Loamy,4.9,1214,Ground Nuts,
Sugarcane,33.8,69.65,29.13,Black,6.6,1130,Wheat,
Pulses,29.19,67.99,28.27,Clay,9.9,1659,Barley,
Barley,32.92,56.58,28.5,Loamy,6.8,706,Sugarcane,
Ground Nuts,29.7,50.47,41.56,Sandy,12.6,1741,Oilseeds,
Maize,22.82,48.25,49.55,Clay,7.8,1394,Pulses,
Soybeans,28.88,54.57,38.98,Clay,0.3,506,Cotton,
Cotton,36.11,61.24,27.61,Loamy,3.1,2535,Ground Nuts,
Ground Nuts,27.91,48.69,33.26,Red,8.3,1725,Oilseeds,
Cotton,32,59.17,32.35,Loamy,2.9,888,Ground Nuts,
Soybeans,31.12,56.27,40.65,Loamy,4.1,255,Cotton,
Millet,38.03,60.56,64.39,Loamy,3.8,1576,Tobacco,
Tobacco,40,78.63,39.77,Clay,6.4,2695,Maize,
Wheat,21.56,48.99,38.37,Clay,10.8,2615,Soybeans,
Cotton,34.16,57.77,64.71,Red,6.1,1215,Ground Nuts,
Barley,29.74,67.3,55.7,Clay,11.7,2212,Sugarcane,
Soybeans,24.02,52.18,41.72,Red,9.6,2002,Cotton,
Tobacco,31.44,57.6,49.09,Black,0.8,1258,Maize,
Pulses,27.82,58.21,39.11,Red,6,963,Barley,
Sugarcane,28.68,48.05,70,Clay,7.2,1003,Wheat,
Pulses,37.79,65.38,42.1,Loamy,6.7,2659,Barley,
Pulses,30.84,62.89,31.1,Black,1.8,1320,Barley,
Pulses,32.08,69.28,53.59,Clay,12.2,2870,Barley,
Wheat,30.53,54.66,40.76,Red,7.4,1416,Soybeans,
Ground Nuts,27.28,67,60.31,Red,7.6,1309,Oilseeds,
Maize,25.51,63.32,68.32,Clay,9,685,Pulses,
Ground Nuts,30.28,76.59,30.6,Clay,4.8,614,Oilseeds,
Cotton,31.27,76.13,35.28,Red,7.3,2160,Ground Nuts,
Sugarcane,26.52,59.29,37.89,Black,12.4,2807,Wheat,
Wheat,37.78,70.33,64.11,Loamy,2.4,755,Soybeans,
Ground Nuts,30.49,58.21,39.3,Clay,12.4,665,Oilseeds,
Ground Nuts,29.18,54.17,23.3,Sandy,11.6,850,Oilseeds,
Soybeans,22.64,49.3,30.33,Black,4.8,2825,Cotton,
Barley,24.84,49.58,47.64,Loamy,7.8,1585,Sugarcane,
Soybeans,30.49,58.83,54.73,Loamy,7.8,1427,Cotton,
Pulses,30.73,49.9,32.48,Loamy,0.8,1841,Barley,
Millet,29.82,58.66,44.21,Sandy,10.2,2831,Tobacco,
Maize,23.92,47.26,38.11,Red,3.2,2391,Pulses,
Ground Nuts,27.8,66.49,56.09,Loamy,5.4,2772,Oilseeds,
Ground Nuts,40,75.55,28.97,Black,13.6,2638,Oilseeds,
Pulses,31.12,72.97,50.32,Clay,2,2294,Barley,
Cotton,24.8,61.32,54.78,Black,3.6,2388,Ground Nuts,
Cotton,32.45,67.58,55.57,Black,11,414,Ground Nuts,
Pulses,31.61,66.27,33.06,Sandy,5.8,2783,Barley,
Pulses,40,65.43,64.34,Sandy,8.3,2119,Barley,
Millet,34.46,78.03,54.74,Red,3.8,2863,Tobacco,
Millet,20.26,41.18,47.6,Red,7,1551,Tobacco,
Pulses,36.22,77.81,51.95,Black,7.3,2983,Barley,
Barley,30.24,56.13,30.91,Black,13.5,1061,Sugarcane,
Soybeans,35.54,62.73,42.81,Loamy,13.5,827,Cotton,
Cotton,29.73,58.45,60.67,Loamy,0.7,1875,Ground Nuts,
Cotton,27.58,64.59,62.12,Sandy,12.7,2488,Ground Nuts,
Cotton,26.09,69.65,41.82,Loamy,6.1,1505,Ground Nuts,
Millet,30.48,61.31,44.39,Red,11.7,238,Tobacco,
Maize,29.86,48.43,47.14,Clay,8.5,1487,Pulses,
Sugarcane,25.2,65.72,54.26,Black,12.5,1945,Wheat,
Ground Nuts,31.81,70.13,21.18,Red,1.4,2825,Oilseeds,
Maize,22.32,56.11,24.06,Black,6.1,2929,Pulses,
Tobacco,25.7,67.81,42.7,Loamy,5.2,1436,Maize,
Barley,30.23,55.76,53.54,Loamy,0.5,1172,Sugarcane,
Tobacco,32.37,55.24,33.67,Loamy,8.7,531,Maize,
Sugarcane,26.08,44.39,42.34,Clay,9.5,1034,Wheat,
Ground Nuts,39.89,76,32.46,Red,3.6,1509,Oilseeds,
Tobacco,38.92,57.75,34.28,Clay,8.7,1498,Maize,
Barley,26.41,55.23,43.13,Black,13.3,1431,Sugarcane,
Millet,35.85,62.3,36.56,Red,4.4,1308,Tobacco,
Tobacco,33,59.14,48.43,Black,3.7,2020,Maize,
Barley,35.84,73.34,56.27,Red,0.2,2518,Sugarcane,
Barley,32.85,53.21,37.96,Black,7.4,446,Sugarcane,
Millet,36.16,64,43.68,Loamy,6.6,2338,Tobacco,
Tobacco,28.03,51.46,40.88,Sandy,10.3,1273,Maize,
Soybeans,38.77,73.1,64.83,Sandy,1.6,2526,Cotton,
Cotton,39.61,74.2,29.32,Clay,0.6,1230,Ground Nuts,
Cotton,40,65.97,61.68,Black,10,2499,Ground Nuts,
Soybeans,31.66,68.88,64.94,Sandy,0.4,1094,Cotton,
Millet,25.79,47.25,45.73,Clay,0.3,2337,Tobacco,
Wheat,37.12,73.45,56.53,Loamy,6.1,452,Soybeans,
Maize,27.79,54.72,69.39,Black,13.9,801,Pulses,
Soybeans,27.84,50.3,41.85,Loamy,1.2,1946,Cotton,
Maize,23.68,57.9,28.78,Sandy,4.6,2859,Pulses,
Sugarcane,32.02,47.68,43.98,Loamy,1.2,1414,Wheat,
Soybeans,34.91,53.17,64.9,Sandy,13.7,1513,Cotton,
Barley,31.87,56.38,39.33,Clay,4.5,2177,Sugarcane,
Pulses,33.5,61.54,58.09,Loamy,12.5,482,Barley,
Barley,21.34,47.91,23.25,Loamy,13,1730,Sugarcane,
Tobacco,27.41,57.31,54.62,Loamy,10.1,743,Maize,
Tobacco,21.52,56.82,37.02,Clay,3.5,1263,Maize,
Cotton,39.1,77.95,44.22,Sandy,4.8,2232,Ground Nuts,
Maize,30.22,56.38,60.39,Loamy,6.3,389,Pulses,
Ground Nuts,24.32,66.77,37.7,Black,7.1,889,Oilseeds,
Barley,31.78,51.44,58.82,Loamy,1.3,2051,Sugarcane,
Tobacco,27.73,59.27,54.2,Red,7.9,1855,Maize,
Barley,25.66,45.25,65.07,Sandy,3.5,1121,Sugarcane,
Ground Nuts,37.17,70.91,67.53,Sandy,0.3,2243,Oilseeds,
Sugarcane,27.41,53.44,36.65,Black,0.5,2328,Wheat,
Barley,29.68,74.89,47.11,Sandy,2.5,1976,Sugarcane,
Ground Nuts,29.9,53.17,58.98,Black,6.1,2620,Oilseeds,
Millet,31.08,56.03,45.64,Black,7.5,2324,Tobacco,
Maize,31.95,59.95,41.17,Loamy,13.6,1710,Pulses,
Ground Nuts,28.83,59.74,35.13,Loamy,1.7,685,Oilseeds,
Pulses,28.67,59.49,43.85,Loamy,4,417,Barley,
Cotton,32.76,50.9,22,Red,3.4,985,Ground Nuts,
Wheat,40,52.95,43.51,Loamy,12.7,2993,Soybeans,
Sugarcane,28.17,50.93,37.01,Clay,10.3,1466,Wheat,
Tobacco,28.66,62.69,52.78,Sandy,8.2,1496,Maize,
Cotton,32.76,57.8,53.21,Loamy,4.1,545,Ground Nuts,
Wheat,33.29,71.48,55.06,Loamy,5.9,2964,Soybeans,
Ground Nuts,22.61,60.89,53.36,Black,5.6,1766,Oilseeds,
Barley,24.55,59.45,47.37,Red,0.2,1111,Sugarcane,
Ground Nuts,28.72,58.94,59.53,Sandy,11.3,2627,Oilseeds,
Cotton,36.49,58.68,47.81,Clay,6,1692,Ground Nuts,
Wheat,27.77,61.89,27.29,Black,4.5,435,Soybeans,
Wheat,27.09,45.13,20.39,Red,4.3,1894,Soybeans,
Pulses,30.34,65.26,61.34,Loamy,13,2934,Barley,
Maize,28.74,60.87,37.06,Clay,11.5,2886,Pulses,
Sugarcane,38.12,66.69,33.67,Loamy,13.3,708,Wheat,
Soybeans,37.98,66.3,70,Red,9.2,2959,Cotton,
Ground Nuts,30.61,58.28,51.6,Loamy,11.9,1957,Oilseeds,
Barley,30,42.84,46.81,Loamy,3.3,2554,Sugarcane,
Maize,39.4,75.28,52.3,Red,10.9,1791,Pulses,
Wheat,27.74,60.46,44.85,Red,2.8,819,Soybeans,
Maize,27.37,52.05,37.96,Clay,10.4,1924,Pulses,
Wheat,32.5,71.1,69.62,Red,12.8,2400,Soybeans,
Maize,26.46,43.65,36.14,Black,1.7,1986,Pulses,
Cotton,30.31,69.86,46.3,Black,12.5,1062,Ground Nuts,
Ground Nuts,36.4,70.69,31.58,Sandy,5,2946,Oilseeds,
Pulses,31.51,54.73,65.9,Sandy,10.6,2833,Barley,
Wheat,39.77,60.41,50.77,Sandy,0.7,2458,Soybeans,
Millet,33.93,62.94,38.71,Red,2.9,967,Tobacco,
Pulses,32.13,65.75,52.1,Loamy,12.7,474,Barley,
Cotton,29.99,54.89,41.47,Red,9,2518,Ground Nuts,
Wheat,38.38,71.17,56.45,Clay,4.7,2933,Soybeans,
Pulses,30.43,59.04,40.61,Loamy,5.1,1164,Barley,
Cotton,28.65,49.55,30.12,Red,2.6,2544,Ground Nuts,
Maize,25.07,45.11,36.38,Clay,13.6,1053,Pulses,
Tobacco,26.73,51.88,26.29,Red,7.8,2960,Maize,
Pulses,33.56,59.78,61.64,Loamy,5.4,1101,Barley,
Millet,28.48,60.34,33.57,Sandy,5.4,2964,Tobacco,
Millet,34.31,58.35,30.92,Black,7.4,2093,Tobacco,
Tobacco,28.81,49.93,33.75,Red,9.8,2365,Maize,
Sugarcane,24.11,57.89,23.7,Loamy,1.1,1619,Wheat,
Barley,28.66,41.97,62.44,Red,9.7,234,Sugarcane,
Wheat,22.83,46.9,34.09,Clay,1.3,2329,Soybeans,
Soybeans,25.54,65.51,26.75,Black,11.3,1135,Cotton,
Sugarcane,30.02,68.96,35.81,Red,10.9,312,Wheat,
Millet,29.98,73.22,48.77,Clay,3.2,1237,Tobacco,
Millet,34.95,71.28,53.19,Red,0.1,1885,Tobacco,
Maize,27.38,57.61,57.88,Sandy,7.9,2456,Pulses,
Cotton,39.23,71.01,31.63,Clay,8,2650,Ground Nuts,
Soybeans,26.84,54.27,49.61,Red,6.1,472,Cotton,
Cotton,37.38,61.81,32.73,Loamy,11.2,1444,Ground Nuts,
Tobacco,36.92,62.66,58.76,Clay,11.4,303,Maize,
Wheat,31.54,66.48,66.12,Clay,6.7,2655,Soybeans,
Sugarcane,30.38,67.91,57.24,Sandy,9.1,2378,Wheat,
Soybeans,33.13,61.63,41.66,Sandy,2.5,2134,Cotton,
Soybeans,40,61.51,32.66,Sandy,9.4,1808,Cotton,
Maize,29.45,60,64.63,Loamy,2.3,707,Pulses,
Tobacco,20.82,42.97,44.06,Red,12.3,1664,Maize,
Soybeans,25.22,62.81,49.09,Red,5.6,1236,Cotton,
Barley,25.96,53.04,46.11,Black,11.2,1698,Sugarcane,
Tobacco,34.01,50.12,30.27,Loamy,4.5,241,Maize,
Maize,40,71.27,25.24,Red,13.7,2191,Pulses,
Cotton,35.95,70.71,37.39,Black,13,1571,Ground Nuts,
